mrr,plan_tier,months_active,usage_index,usage_trend_3m,support_tickets_90d,payment_failures,seat_utilization,days_since_login,churned
208.17,0,55,0.2675,-0.0292,2,0,0.9119,3,1
801.86,1,32,0.9911,-0.0337,0,0,0.6553,6,0
274.11,0,36,0.5308,-0.0426,3,0,0.7991,3,1
247.9,0,57,0.5604,0.0437,1,0,0.3333,6,0
385.24,0,14,0.8173,-0.0717,4,1,0.05,28,1
362.98,0,60,0.3954,-0.1669,1,0,0.6319,2,0
436.23,0,17,0.4438,-0.412,4,0,0.2686,37,1
792.63,1,21,0.2533,0.0111,1,1,0.7207,7,1
1355.74,1,27,0.3989,0.0639,2,0,0.8085,6,1
552.15,1,37,0.3637,0.0328,1,0,0.6382,0,0
547.46,1,20,0.6443,0.1023,1,0,0.4991,3,0
581.95,1,48,0.6339,-0.1212,1,0,0.3027,5,1
290.94,0,2,0.6795,0.0615,2,0,0.7978,8,0
1355.67,1,40,0.272,-0.2908,4,3,0.1167,59,0
720.88,1,40,0.1918,0.0248,1,0,0.5014,8,1
245.44,0,33,0.4689,0.0288,2,0,0.6331,6,1
268.88,0,37,0.2598,0.0719,1,0,0.9546,7,0
2932.8,2,45,0.2482,-0.0345,3,0,0.8523,8,0
752.99,1,55,0.6372,-0.0747,2,0,0.5934,5,0
240.61,0,14,0.6341,0.0258,1,0,0.4587,6,0
555.76,1,29,0.6364,-0.1454,0,0,0.7259,5,0
237.41,0,34,0.5942,0.0596,4,0,0.5432,7,0
437.9,0,21,0.7975,0.0765,0,0,0.7849,6,0
299.38,0,59,0.3073,-0.1404,0,0,0.7844,3,0
223.84,0,31,0.7904,-0.3621,2,0,0.176,33,1
1371.79,1,36,0.235,-0.4106,7,0,0.6592,46,1
236.29,0,12,0.7305,-0.1087,11,0,0.436,54,1
1462.94,1,25,0.8752,-0.1787,10,0,0.1421,42,1
473.97,0,38,0.4965,-0.1769,4,0,0.05,10,0
907.62,1,26,0.4947,0.1411,1,0,0.7239,6,0
526.75,1,47,0.3584,-0.2832,7,0,0.507,41,1
1983.36,1,9,0.5921,-0.185,9,0,0.2212,33,1
1019.19,1,10,0.8472,-0.0052,2,0,0.6504,1,0
2142.79,2,21,0.6735,-0.0797,4,0,0.1486,6,1
1243.73,1,20,0.7724,-0.3349,5,0,0.6796,31,1
1138.0,1,49,0.676,0.0117,0,0,0.0884,2,0
1408.18,1,53,0.2027,-0.0002,1,0,0.7113,5,0
230.0,0,29,0.4946,0.0141,2,0,0.7491,8,1
324.2,0,31,0.1972,0.0261,5,0,0.6853,8,0
191.49,0,18,0.9235,0.1088,1,0,0.5826,5,0
366.17,0,32,0.7722,-0.0384,2,1,0.8986,6,0
287.68,0,43,0.3328,-0.108,2,0,0.1489,4,1
319.97,0,44,0.7975,-0.3097,2,0,0.05,48,1
845.56,1,59,0.6681,-0.401,7,1,0.1152,19,1
265.61,0,35,0.1386,0.0558,1,0,0.5241,4,1
656.77,1,21,0.6558,-0.0939,1,3,0.6337,2,0
382.42,0,5,0.2344,-0.3303,8,0,0.4744,9,1
1499.1,1,42,0.4555,-0.1797,7,0,0.05,50,1
238.66,0,49,0.4685,-0.0868,1,1,0.3142,0,0
352.0,0,34,0.271,-0.0564,0,2,0.8317,6,1
337.36,0,56,0.4557,0.0053,1,0,0.4995,5,1
892.53,1,20,0.4634,-0.3248,4,0,0.0919,24,0
169.96,0,4,0.5713,-0.336,1,0,0.6487,52,0
1521.82,2,38,0.8039,-0.0533,4,0,0.4543,53,1
220.64,0,8,0.5785,-0.0002,0,0,0.7693,4,0
420.97,1,6,0.7472,-0.0466,0,0,0.7113,5,0
474.7,0,43,0.2559,-0.0212,0,0,0.6516,4,0
1012.24,1,27,0.6903,0.0922,0,0,0.5414,4,0
286.97,0,37,0.8855,-0.1336,7,1,0.05,58,1
134.73,0,45,0.7997,-0.4356,5,0,0.6666,11,0
153.17,0,23,0.4211,-0.2764,8,1,0.4713,35,1
289.76,0,37,0.5912,0.0363,1,0,0.6301,6,0
577.99,0,33,0.583,-0.0631,2,0,0.438,8,0
1879.38,2,35,0.5993,0.1363,0,0,0.5469,0,0
392.37,0,43,0.8765,-0.3983,0,0,0.4967,27,1
245.16,0,23,0.6712,-0.0326,1,1,0.1181,4,1
2446.85,2,31,0.7748,-0.1418,5,0,0.1457,54,1
443.64,0,36,0.4321,-0.2265,6,0,0.1549,55,1
256.93,0,9,0.317,-0.4026,3,2,0.2514,42,0
699.02,1,13,0.705,-0.0656,5,0,0.4904,19,0
3942.41,2,6,0.6792,-0.2266,9,2,0.6704,39,1
904.31,1,12,0.6699,-0.38,4,0,0.4292,35,0
424.88,0,27,0.3609,-0.0134,3,0,0.5447,4,1
1888.21,2,57,0.6872,0.1055,3,0,0.5378,0,0
474.48,0,56,0.2206,-0.0007,1,0,0.7447,2,1
2641.21,2,46,0.4521,0.2038,1,0,0.6549,2,0
1036.28,1,34,0.7187,-0.0453,1,1,0.4995,2,0
2513.16,2,13,0.4801,0.0595,2,0,0.4873,5,0
242.98,0,22,0.2064,-0.0665,2,0,0.4608,49,1
289.83,0,46,0.2809,0.1242,1,0,0.7505,5,0
762.28,1,55,0.4887,0.0945,2,0,0.3461,3,0
1245.21,1,58,0.206,0.0497,3,0,0.6091,2,0
828.94,1,24,0.5062,0.0253,0,0,0.5093,5,0
1421.47,2,30,0.858,-0.2501,4,0,0.05,58,1
494.44,1,31,0.4095,-0.4132,6,0,0.5403,15,1
158.46,0,4,0.5001,-0.1336,0,0,0.5521,0,0
360.02,0,7,0.7106,0.0841,1,0,0.541,3,0
193.81,0,3,0.4279,-0.1338,1,0,0.5139,2,0
322.12,0,45,0.3996,-0.2672,4,0,0.3203,23,1
304.2,0,14,0.6394,-0.1918,4,0,0.2386,13,1
870.07,1,43,0.654,-0.0755,4,0,0.3804,4,1
1037.6,1,23,0.4012,0.1606,1,0,0.287,3,0
940.7,1,48,0.5453,-0.3592,6,0,0.2168,26,1
112.33,0,7,0.3841,-0.0466,3,0,0.3727,2,0
794.69,1,20,0.4458,-0.0373,0,0,0.2725,1,0
1032.78,1,13,0.5751,-0.2975,4,0,0.1643,30,1
4261.27,2,27,0.963,-0.2492,3,0,0.3591,58,0
1605.97,1,34,0.3483,-0.2288,6,0,0.2165,59,1
552.32,1,11,0.8649,-0.1171,5,0,0.7638,3,0
787.46,1,41,0.2681,-0.4471,2,0,0.3263,25,0
167.63,0,58,0.3934,-0.0859,3,1,0.7369,2,0
4085.44,2,3,0.4473,0.3156,1,0,0.0769,6,1
413.39,0,6,0.7583,-0.2895,5,0,0.3155,9,0
327.86,0,58,0.7497,-0.1778,1,1,0.4608,10,0
307.36,0,39,0.445,-0.4289,5,0,0.1331,9,1
1442.95,1,56,0.8019,-0.0179,4,4,0.2854,1,0
1359.93,1,43,0.2527,0.0547,2,0,0.6763,1,0
1334.8,1,44,0.2036,-0.0537,2,0,0.4509,3,0
340.26,0,10,0.165,0.0909,1,0,0.7726,6,0
256.63,0,31,0.8567,0.0382,1,1,0.6777,7,0
3139.18,2,22,0.5537,-0.079,1,1,0.5324,6,0
385.87,0,51,0.2974,-0.301,8,0,0.0655,20,0
2245.09,2,3,0.3769,0.0565,0,0,0.4927,5,0
256.45,0,2,0.6187,-0.0517,0,0,0.6509,8,0
1323.3,1,34,0.0883,-0.0228,1,0,0.5632,5,0
1593.46,1,59,0.633,0.0712,0,0,0.7943,6,0
684.67,1,60,0.2507,0.1291,1,4,0.5995,2,1
264.46,0,36,0.6705,0.0058,0,0,0.6741,5,0
2713.65,2,26,0.6245,0.1131,2,0,0.308,3,0
1055.25,1,17,0.1519,0.1367,1,0,0.5592,7,0
741.29,1,60,0.4064,-0.4247,4,0,0.7148,45,0
1720.64,1,11,0.6857,-0.1202,9,0,0.6854,27,0
336.17,0,8,0.386,-0.0702,1,0,0.3492,7,1
349.28,0,31,0.1987,0.1091,2,0,0.6179,4,0
536.73,0,24,0.3023,0.0009,0,1,0.9197,7,0
247.82,0,30,0.5605,-0.198,4,1,0.2306,39,1
862.88,1,55,0.8924,-0.0429,0,0,0.276,7,0
187.02,0,17,0.3196,-0.3554,6,0,0.237,34,0
273.02,0,53,0.5373,-0.0501,0,0,0.3965,7,0
172.22,0,13,0.736,-0.1125,0,0,0.855,6,0
376.77,0,20,0.6969,-0.0387,2,0,0.2768,4,0
335.92,0,1,0.2893,-0.0833,1,0,0.3822,7,1
807.75,1,41,0.6329,0.0766,1,0,0.3905,3,0
279.98,0,52,0.5228,-0.0865,0,0,0.4841,4,0
3132.97,2,54,0.2086,-0.0469,3,0,0.2505,8,0
194.87,0,11,0.5646,-0.444,3,1,0.05,44,1
311.48,0,47,0.6904,-0.2883,4,2,0.3002,53,0
3065.77,2,9,0.4268,-0.0492,2,2,0.6472,3,0
155.41,0,38,0.1418,-0.0895,6,0,0.05,28,0
368.56,0,43,0.6864,-0.1112,2,0,0.4193,8,0
1335.82,2,10,0.3938,-0.0661,3,1,0.5009,1,0
2303.23,2,7,0.4168,-0.3865,5,0,0.1618,52,1
592.31,1,5,0.4196,-0.0702,6,0,0.0565,19,1
478.58,0,43,0.7352,-0.1509,6,2,0.3066,16,0
593.61,1,37,0.4095,-0.444,3,0,0.3587,53,1
1347.03,2,8,0.2273,0.2053,2,0,0.9642,7,0
2514.67,2,31,0.7389,-0.0413,3,0,0.7813,0,0
250.91,0,48,0.266,-0.0211,4,1,0.1841,3,0
171.27,0,15,0.3171,-0.0271,1,0,0.6601,5,1
348.6,0,37,0.5004,0.1227,0,0,0.6439,7,0
144.44,0,18,0.4187,0.013,1,2,0.6428,5,0
619.27,1,16,0.8062,0.1707,2,3,0.4786,8,0
237.12,0,24,0.6006,0.0634,3,0,0.2845,3,0
384.01,0,22,0.874,-0.2111,6,0,0.0857,21,1
456.37,0,30,0.6877,-0.4116,3,1,0.3094,13,1
426.6,0,13,0.7009,-0.3549,3,1,0.2023,9,0
274.85,0,24,0.6907,-0.1466,2,0,0.8871,0,0
124.01,0,38,0.2139,-0.0228,1,0,0.6301,2,0
332.51,0,24,0.0616,-0.1339,0,2,0.7068,3,1
4015.53,2,40,0.6324,-0.3538,6,0,0.0835,17,0
446.62,0,7,0.2338,0.0001,2,0,0.483,1,0
1046.55,1,9,0.7033,-0.1066,10,1,0.05,49,0
191.24,0,52,0.6377,-0.0292,1,0,0.3142,5,0
241.3,0,28,0.3376,0.1025,1,0,0.5384,3,0
570.62,0,37,0.7515,-0.1765,1,0,0.13,4,0
176.62,0,45,0.3409,0.0151,2,0,0.7089,6,1
194.05,0,9,0.1054,-0.053,3,3,0.4014,42,0
403.34,0,59,0.4221,0.0785,1,0,0.4302,8,0
765.34,1,26,0.3949,-0.0118,3,0,0.3359,8,1
191.76,0,54,0.7194,-0.1511,2,0,0.8535,1,0
495.06,0,26,0.5226,-0.4359,5,0,0.2884,56,1
1045.86,1,25,0.0543,-0.0192,3,0,0.5225,7,0
253.72,0,37,0.3044,-0.0105,1,0,0.4712,1,0
194.19,0,12,0.8654,0.2419,1,0,0.5812,4,0
593.76,0,37,0.2722,-0.2552,2,0,0.1156,22,1
287.53,0,59,0.4155,-0.0319,2,0,0.8381,6,0
472.93,0,39,0.1215,-0.0379,2,1,0.9679,5,0
3281.3,2,5,0.1096,-0.2384,6,0,0.1597,54,1
2000.01,2,42,0.5607,-0.0621,3,0,0.8286,8,0
2005.59,2,3,0.3035,-0.4207,3,0,0.4598,29,1
481.11,0,7,0.4357,-0.4103,5,0,0.3547,49,1
483.84,0,18,0.4115,0.0112,2,1,0.6015,0,0
150.35,0,19,0.2515,-0.2832,1,0,0.206,56,0
351.53,0,1,0.5178,-0.2013,6,0,0.3293,28,1
277.95,0,2,0.7889,-0.0487,3,0,0.1901,6,1
201.99,0,48,0.4216,-0.1465,0,3,0.1839,3,1
317.82,0,28,0.4138,-0.3791,2,0,0.4387,39,1
180.82,0,12,0.1193,-0.1657,3,3,0.05,39,1
246.32,0,26,0.7192,-0.2562,8,3,0.3661,11,1
673.01,1,42,0.0675,-0.4111,4,0,0.3907,48,1
243.46,0,45,0.2202,0.2267,1,0,0.7847,3,0
2340.7,2,18,0.6027,-0.0381,4,0,0.436,2,1
203.25,0,11,0.7166,0.0556,0,0,0.5553,3,0
1543.54,1,58,0.5426,-0.0488,0,0,0.3627,2,0
344.65,0,38,0.6381,0.113,1,0,0.8586,5,0
543.47,0,59,0.289,-0.0727,1,0,0.2767,0,0
274.2,0,19,0.1605,0.1114,1,0,0.6363,4,0
239.32,0,7,0.476,-0.0537,4,0,0.5242,6,0
1646.93,1,23,0.7763,0.0967,0,0,0.8039,3,0
236.88,0,20,0.4718,0.1406,0,0,0.6272,2,0
272.46,0,44,0.736,-0.1354,0,1,0.4338,6,1
3087.88,2,43,0.9483,-0.2018,3,0,0.6942,58,1
188.04,0,5,0.3201,0.0435,0,0,0.6359,8,0
1141.59,1,36,0.2568,0.0328,1,0,0.6087,8,0
1091.59,1,21,0.3898,-0.0092,0,1,0.6518,4,1
452.21,0,37,0.4244,-0.0276,2,0,0.7476,0,0
395.99,0,24,0.5295,-0.435,6,0,0.094,15,1
457.09,0,33,0.2332,0.0531,0,0,0.8448,6,0
856.26,1,43,0.0635,-0.0764,4,0,0.5509,6,0
214.42,0,18,0.3684,-0.4134,4,3,0.4116,25,1
606.91,0,12,0.5198,-0.0374,0,0,0.8709,1,0
169.96,0,43,0.7813,-0.0223,1,1,0.6262,5,0
1456.72,2,57,0.4148,-0.1227,10,0,0.3281,41,1
1084.65,1,27,0.892,-0.3387,1,0,0.3032,48,0
4238.52,2,60,0.7027,-0.0797,0,0,0.9904,2,0
951.05,1,12,0.5989,-0.0673,2,0,0.2813,3,0
1262.66,1,50,0.7658,-0.2154,7,0,0.3146,26,1
144.22,0,60,0.8848,-0.1644,8,0,0.2265,13,0
2015.02,2,18,0.2284,0.1654,3,0,0.3198,4,0
461.9,1,9,0.7044,-0.2607,6,0,0.6078,56,1
381.09,0,40,0.7211,-0.0378,1,0,0.4666,1,0
517.85,1,53,0.6588,0.021,2,1,0.2364,5,0
569.06,1,5,0.4617,0.1561,0,0,0.4633,4,0
347.16,0,39,0.7286,-0.1931,0,0,0.88,5,0
420.53,0,53,0.5277,-0.201,7,0,0.342,25,1
274.31,0,2,0.6509,0.1395,4,0,0.9023,7,0
1086.57,1,31,0.5162,-0.4341,3,0,0.1878,16,1
350.06,0,5,0.4843,-0.2928,7,0,0.4594,49,0
825.36,1,11,0.4964,0.0336,0,0,0.1653,5,0
197.7,0,30,0.4834,0.0934,2,0,0.2701,1,0
1084.56,1,20,0.6307,-0.2422,4,0,0.2583,25,1
359.41,0,6,0.5592,-0.1251,4,0,0.5174,36,0
3281.75,2,49,0.1755,-0.292,3,0,0.5341,19,1
323.47,0,13,0.6162,0.0879,1,0,0.4583,5,0
192.66,0,53,0.8532,-0.1898,11,0,0.1995,24,0
369.26,0,11,0.61,-0.0534,1,0,0.5642,2,0
289.86,0,32,0.3485,0.0279,0,0,0.369,7,0
244.92,0,44,0.61,-0.0561,0,0,0.9166,1,0
802.79,1,29,0.7645,-0.0289,0,1,0.9096,1,0
1884.91,2,26,0.0549,-0.0876,1,0,0.7797,1,0
1214.78,1,46,0.2763,-0.3885,5,1,0.3423,12,0
541.79,1,1,0.369,-0.3539,4,0,0.2625,51,1
204.83,0,50,0.1761,0.0556,0,0,0.3136,8,0
793.26,1,42,0.6114,0.0293,1,0,0.21,5,0
1565.62,1,46,0.8654,-0.0989,6,0,0.0834,32,1
419.42,0,26,0.4709,0.0125,2,4,0.663,1,0
1351.45,2,24,0.2076,-0.0956,1,0,0.3905,4,0
465.38,0,35,0.4495,0.0173,2,1,0.604,0,0
1427.27,1,39,0.6583,-0.0652,4,0,0.4241,58,0
1591.32,2,56,0.4412,-0.0343,3,0,0.5434,4,0
368.23,1,52,0.6969,-0.0557,3,1,0.6926,4,0
282.76,0,4,0.5365,-0.0292,3,0,0.7688,8,0
1318.26,1,10,0.5922,-0.3711,6,0,0.6027,41,0
506.14,0,57,0.7597,-0.3564,10,0,0.4622,28,1
656.18,1,24,0.7551,-0.1407,0,0,0.6247,5,1
535.43,0,35,0.6723,0.0923,3,0,0.6583,8,0
408.07,1,4,0.8811,0.0743,2,2,0.1261,3,1
2109.92,2,7,0.4186,-0.3103,6,0,0.2538,55,1
250.6,0,25,0.5139,0.1846,0,0,0.8349,0,0
434.07,0,44,0.4087,0.0224,2,2,0.9542,7,0
1401.96,1,47,0.5316,0.0631,1,2,0.6024,0,1
404.99,0,54,0.7964,-0.4254,4,0,0.2804,14,0
180.76,0,12,0.5749,-0.1765,6,0,0.0578,15,0
392.21,0,13,0.7192,-0.0023,0,0,0.6284,4,0
346.56,0,33,0.3125,-0.0445,1,0,0.1069,5,1
495.86,1,33,0.7025,0.1173,0,0,0.6892,3,0
431.72,1,3,0.679,-0.2661,4,0,0.2588,10,1
417.04,0,27,0.2299,-0.437,2,0,0.05,40,1
272.28,0,54,0.7828,0.0616,1,0,0.6135,1,0
184.95,0,10,0.3377,-0.1449,1,0,0.6449,5,0
269.62,0,50,0.2788,0.0364,2,0,0.738,0,1
1010.94,1,27,0.6962,0.0234,0,0,0.8099,8,0
281.71,0,32,0.4362,0.1429,0,0,0.4502,7,0
516.99,1,39,0.557,-0.2272,6,0,0.4759,46,0
4643.25,2,43,0.2235,0.0813,1,4,0.6931,1,0
1264.84,1,39,0.2801,-0.1873,1,0,0.6472,0,0
791.43,1,7,0.4492,-0.0625,1,2,0.7903,1,0
261.54,0,18,0.2973,-0.0164,2,0,0.8229,7,0
328.88,0,51,0.3744,-0.0141,1,0,0.837,8,0
195.3,0,3,0.6174,0.0367,1,1,0.5694,5,0
996.41,1,43,0.7807,-0.2654,3,0,0.3877,14,0
558.62,1,32,0.4363,0.0979,2,0,0.6214,4,0
282.93,0,8,0.6014,-0.0719,0,1,0.7884,4,0
192.65,0,8,0.7764,-0.1081,3,0,0.5356,16,1
196.09,0,59,0.4918,-0.343,5,2,0.2067,19,0
1583.23,1,2,0.4313,-0.4103,5,0,0.6627,39,0
908.64,1,2,0.2547,0.1006,0,0,0.411,2,0
957.01,1,2,0.3395,0.1164,0,0,0.9231,7,0
1187.07,2,38,0.6557,-0.3688,6,0,0.239,12,0
235.32,0,56,0.4495,-0.417,1,0,0.4408,48,0
1045.91,1,11,0.3802,0.1874,0,0,0.2944,8,1
952.58,1,48,0.6564,-0.1285,1,1,0.5453,6,1
136.45,0,44,0.7063,-0.215,7,0,0.6612,23,1
2580.46,2,14,0.7306,0.073,3,1,0.7368,5,0
329.7,0,5,0.3585,-0.1266,6,4,0.4265,52,1
1394.84,1,30,0.7827,-0.1183,5,0,0.3346,16,0
707.61,1,5,0.4278,-0.3307,3,0,0.05,35,0
1094.99,2,7,0.4091,-0.2672,6,1,0.189,29,1
627.88,1,28,0.6155,-0.1319,5,0,0.0669,52,1
197.53,0,49,0.4899,-0.2966,8,1,0.2377,47,1
1151.79,1,60,0.5095,-0.4247,2,0,0.2395,49,1
343.9,1,38,0.6405,-0.024,2,0,0.7116,2,1
760.74,1,17,0.4082,0.0401,0,0,0.1646,6,0
1465.94,1,20,0.7704,-0.4007,4,0,0.05,32,1
290.73,0,37,0.4268,-0.0011,1,0,0.2511,5,0
1217.96,1,11,0.5103,-0.1569,6,0,0.0523,52,0
1350.99,2,32,0.1484,0.0703,1,0,0.4679,7,0
165.54,0,47,0.6434,-0.4385,6,1,0.3025,44,0
479.58,0,51,0.0877,-0.0616,6,0,0.05,27,1
2486.54,2,4,0.5236,-0.0531,1,0,0.5234,4,1
922.76,1,18,0.3494,-0.3185,5,0,0.3577,58,1
1622.74,2,16,0.8234,-0.3532,6,0,0.3525,12,1
300.41,0,34,0.3671,-0.1567,2,0,0.05,29,1
1607.03,2,12,0.4805,-0.1126,0,0,0.4557,2,0
439.35,0,58,0.576,-0.3561,6,0,0.4375,15,0
2312.22,1,56,0.5688,-0.3711,9,0,0.05,21,0
343.53,0,20,0.2552,-0.0255,0,0,0.8978,4,0
712.65,1,25,0.4958,-0.0631,7,1,0.1207,35,1
988.75,2,27,0.2763,-0.4069,3,0,0.5599,45,1
493.57,1,3,0.1903,0.0642,0,0,0.7682,4,0
1533.68,1,54,0.6461,-0.2224,2,0,0.6333,25,1
202.28,0,47,0.6817,-0.2683,4,0,0.2463,0,1
781.67,1,20,0.4089,-0.2863,7,0,0.503,32,1
1119.44,1,33,0.2859,-0.1151,6,0,0.4279,53,0
487.2,0,23,0.4616,-0.0653,2,0,0.1698,1,0
829.95,1,14,0.4468,-0.0563,0,0,0.2629,7,1
2083.05,2,19,0.7313,0.1665,0,0,0.637,4,1
912.59,1,7,0.3995,-0.0855,4,0,0.05,54,0
714.48,1,49,0.3194,-0.1322,4,0,0.4419,4,0
237.23,0,40,0.1529,-0.0004,1,2,0.9021,6,0
1028.01,1,56,0.4671,-0.0632,1,0,0.3897,8,0
309.43,0,1,0.5786,0.056,2,0,0.1978,0,0
611.52,0,38,0.3544,-0.0186,2,0,0.3167,2,1
338.15,0,34,0.2989,-0.1369,1,0,0.692,5,0
433.89,0,38,0.7006,-0.2278,7,0,0.1004,53,0
199.32,0,60,0.2787,0.0143,2,0,0.4626,0,0
1069.59,1,24,0.9335,-0.1053,2,0,0.7593,4,0
225.17,0,9,0.6755,-0.176,4,0,0.9299,1,1
333.05,0,1,0.7189,0.0483,2,0,0.6972,4,0
369.02,0,30,0.4514,-0.0081,2,0,0.7736,4,0
905.67,1,11,0.1282,-0.0015,0,2,0.4896,5,0
673.47,0,9,0.7921,0.0946,1,0,0.6966,5,1
478.03,0,9,0.3699,-0.1739,2,1,0.767,7,0
1343.8,1,17,0.2069,0.026,0,3,0.8252,2,0
378.94,0,7,0.576,0.0863,1,0,0.3832,3,0
4448.85,2,30,0.627,0.0017,0,2,0.6211,7,0
175.38,0,40,0.1177,-0.1216,1,0,0.217,0,0
468.47,0,18,0.7874,-0.3117,4,0,0.1479,19,0
204.99,0,9,0.5243,-0.0251,1,0,0.9102,8,0
730.48,1,35,0.5248,-0.1379,1,0,0.063,8,0
352.96,0,6,0.3395,0.0571,4,0,0.8178,3,0
3695.43,2,45,0.4356,-0.3361,6,0,0.3464,32,1
193.66,0,23,0.2659,-0.0443,1,0,0.4212,0,0
743.84,1,25,0.387,-0.2437,3,0,0.0804,57,1
300.07,0,15,0.4852,-0.0322,2,2,0.5609,2,1
271.69,0,17,0.1822,0.168,1,1,0.4875,1,0
391.03,0,9,0.3025,-0.0069,2,0,0.5027,4,0
2962.52,1,34,0.4597,-0.0755,1,0,0.7228,4,0
335.84,0,9,0.3758,-0.1357,7,2,0.537,17,0
1855.49,2,41,0.808,0.0291,1,0,0.2171,0,1
565.35,1,16,0.5183,-0.087,3,1,0.7758,0,1
2141.76,2,34,0.2526,0.0344,0,0,0.8656,0,0
208.68,0,33,0.8535,-0.4199,6,1,0.4358,58,1
1048.24,1,39,0.7273,-0.0223,1,0,0.409,2,0
1042.55,1,46,0.4991,0.0158,2,0,0.1734,0,1
756.81,1,34,0.3823,0.1205,2,1,0.4822,2,0
4807.62,2,52,0.586,-0.0343,1,0,0.4194,5,1
688.02,1,16,0.4022,0.0384,0,0,0.5339,2,1
2301.75,2,46,0.4669,0.0644,4,0,0.871,1,0
1113.13,1,21,0.3075,-0.1643,3,0,0.4819,54,0
396.27,0,38,0.7617,0.0723,1,0,0.7985,3,1
1391.83,1,30,0.128,0.1015,0,1,0.4255,2,1
336.92,0,55,0.1176,0.1166,1,0,0.9956,7,0
3466.99,2,17,0.3604,-0.1474,6,0,0.1904,58,0
705.17,1,32,0.4428,-0.0952,4,0,0.2772,16,1
399.9,0,10,0.4778,0.0146,0,0,0.592,2,0
398.03,0,39,0.411,0.0089,0,1,0.6097,7,0
492.45,0,3,0.3069,-0.3382,8,0,0.05,24,1
161.73,0,25,0.3844,-0.0157,0,0,0.7407,2,1
211.11,0,1,0.4295,-0.2924,3,3,0.2733,23,1
1187.16,1,20,0.1904,-0.1124,7,0,0.2379,54,1
351.86,1,30,0.6507,-0.0584,4,0,0.0816,34,1
1057.25,1,20,0.6911,-0.0899,3,0,0.1935,12,1
420.23,0,24,0.5054,-0.0923,2,0,0.3147,35,1
727.41,1,9,0.5333,0.0402,2,0,0.3865,7,0
249.46,0,43,0.1287,-0.1444,6,0,0.3781,55,0
1647.93,2,48,0.2247,0.0233,1,0,0.9334,4,0
241.61,0,28,0.4033,0.0505,0,0,0.7589,4,0
244.08,0,4,0.419,0.2042,0,0,0.897,4,1
228.35,0,4,0.811,0.2236,2,0,0.5356,2,0
687.48,1,41,0.7852,-0.0861,2,0,0.7447,2,0
263.76,0,56,0.1626,-0.0211,1,0,0.8477,1,0
806.04,1,52,0.4517,0.1094,1,0,0.5544,0,0
1715.0,1,25,0.3319,0.0697,2,0,0.6916,8,1
775.31,1,30,0.042,0.0906,1,0,0.8093,4,1
327.12,0,10,0.6138,-0.2422,0,0,0.6166,4,0
236.98,0,5,0.3972,-0.1754,2,0,0.9326,1,0
235.93,0,46,0.7014,-0.0577,5,0,0.5407,56,0
159.71,0,26,0.9606,0.0974,0,1,0.7076,0,0
513.5,1,30,0.5961,0.0554,2,0,0.4673,5,0
190.08,0,21,0.4852,-0.1042,2,0,0.1349,6,0
309.26,0,19,0.2015,-0.0215,3,0,0.6108,5,0
422.65,0,60,0.8479,0.077,2,0,0.7312,6,0
476.22,1,49,0.2828,-0.1183,2,0,0.2721,1,0
239.3,0,42,0.1536,-0.2415,1,0,0.4067,43,0
551.59,1,24,0.8437,0.0575,1,0,0.503,6,0
264.38,0,44,0.7847,-0.2443,9,0,0.1158,51,1
3497.29,2,21,0.5653,-0.0323,1,0,0.9453,0,0
761.14,1,31,0.6108,-0.1717,6,0,0.05,32,1
285.22,0,9,0.5905,0.115,3,0,0.5707,5,0
482.61,0,43,0.3389,-0.1593,1,0,0.1657,7,1
340.41,0,4,0.4346,-0.185,4,0,0.3787,36,0
222.26,0,44,0.2002,0.1366,0,0,0.5475,1,0
306.59,0,37,0.9201,0.0407,1,0,0.722,4,0
1796.48,2,4,0.6614,0.0063,1,0,0.7771,6,0
1031.11,1,31,0.2527,-0.1318,4,0,0.2365,46,1
347.32,0,14,0.7287,0.0734,1,1,0.4399,6,0
551.54,1,29,0.7572,-0.0072,2,2,0.3117,3,0
308.33,0,1,0.4426,0.1806,3,0,0.5892,6,0
2303.24,2,44,0.5624,-0.1905,0,0,0.2445,3,1
350.91,0,31,0.5518,-0.3216,10,0,0.05,35,1
1190.58,1,22,0.2627,0.0648,1,0,0.4896,3,1
1051.87,1,53,0.7422,0.0148,3,0,0.4297,3,0
260.8,0,39,0.4755,-0.2763,11,1,0.2698,52,1
402.04,0,37,0.9142,-0.2974,5,0,0.4745,17,1
213.64,0,9,0.5209,-0.2688,5,0,0.5879,40,1
1511.78,2,31,0.8929,0.135,1,0,0.7255,8,0
290.87,1,43,0.8126,-0.2397,8,1,0.4693,45,1
868.42,1,56,0.9598,-0.004,0,0,0.7301,2,0
667.59,1,37,0.6991,-0.0331,1,0,0.4202,3,1
1022.94,1,11,0.6201,-0.2402,1,0,0.1546,40,0
145.47,0,41,0.8936,0.0593,1,0,0.4672,1,0
709.61,1,5,0.0535,0.0297,0,0,0.8747,6,0
1049.23,1,19,0.4252,-0.1049,2,0,0.4403,32,1
202.24,0,56,0.4211,0.0263,2,0,0.9655,1,0
2769.62,2,49,0.5726,0.0035,1,0,0.7667,7,0
238.63,0,55,0.3687,-0.2446,4,0,0.2716,16,1
286.69,0,22,0.5829,0.1657,2,0,0.775,2,0
1096.11,1,41,0.0886,-0.1002,1,0,0.7775,5,0
404.79,0,43,0.105,0.0542,0,0,0.7331,4,0
